NAME;ZUSATZ;ORT;GEOGRAPHISCHE BREITE;GEOGRAPHISCHE LAENGE
HA-036;Deckt;Roodt (Septfontaines);49.69413;6.01502
HE-001;IN DEN HOIRWEIDEN;Heffingen;49.76645;6.25809
HE-002;TRAEUSCH;Heffingen;49.74791;6.2311
HE-003;SEITERT;Heffingen;49.7575;6.23139
HE-004;TINNESAEL;Heffingen;49.76197;6.22547
HE-005;AUF DER ERNZ;Heffingen;49.76564;6.22894
HE-006;BEI DER MUEHLE;Heffingen;49.76803;6.23
HE-007;MUEHLSCHENT;Heffingen;49.77108;6.22783
HE-008;DEISCHTERE BUSCH;Heffingen;49.77699;6.22516
HE-009;FEIPERLEY;Heffingen;49.77944;6.22318
HK-001;In der Schock;Brouch (Boevange sur Attert);49.73308;6.01921
HK-002;In der Schock;Luxembourg Land;49.7298;6.00887
HK-003;Haeleschter;Tuntange;49.72879;6.01259
HK-004;In den Bruecherloecher;Helperknapp (G);49.72837;6.01899
HK-005;IN DER SCHLEID;Tuntange;49.7268;6.0042
HK-006;GEISPELTERKNOPF;Buschdorf;49.7439;6.0038
HK-007;AUF BELBURG;Buschdorf;49.7453;5.9922
HK-008;BEI DER SEITERT;Luxembourg Land;49.7549;5.99
HK-009;IN RUNDELT;Boevange-sur-Attert;49.7708;5.9996
HK-010;AUF DEM SCHANDELERWEG;Boevange-sur-Attert;49.7802;6.0004
HK-011;IM SCHEUERGRUND;Boevange-sur-Attert;49.7863;6.0124
HK-012;WALD;Boevange-sur-Attert;49.7733;6.0262
HK-013;WALD;Helperknapp (G);49.7695;6.0264
HK-014;HELPERICH;Bill;49.7624;6.0385
HK-015;AUF HELPERKNOPF;Helperknapp (G);49.7584;6.0258
HK-016;AUF HELPERKNOPF;Helperknapp (G);49.7567;6.0274
HK-017;IM FINSTERTHAL;Helperknapp (G);49.756;6.0322
HK-018;JUNGENBUSCH;Luxembourg Land;49.7515;6.0373
HK-019;REITER;Helperknapp (G);49.7531;6.0275
HK-020;REITER;Helperknapp (G);49.7518;6.0186
HK-021;IN DER KAHNDELBACH;Openthalt;49.747;6.0281
HK-022;BROUCHERKNAEPPCHEN;Brouch (Boevange sur Attert);49.743;6.0226
HK-023;KOENIGSKNAPP;Brouch (Boevange sur Attert);49.7374;6.0389
HK-024;IN BRAEDSCHENT;Brouch (Boevange sur Attert);49.7331;6.0354
HK-025;SENGELS;Brouch (Boevange sur Attert);49.7313;6.0389
HK-026;AUF DUOLEM;Tuntange;49.7239;6.0243
HK-027;SENGELS;Tuntange;49.7281;6.0359
HK-028;AUF SINGELS;Tuntange;49.7284;6.0446
HK-029;AUF SINGELS;Tuntange;49.7246;6.0467
HK-030;LASCHTERT;Tuntange;49.7195;6.0469
HK-031;BEI DEN ESPEN;Tuntange;49.7214;6.0367
HK-032;IM MUEHLENGRUENDCHEN;Hollenfels;49.7222;6.0565
HK-033;BEI DER OUCHTEWIES;Hollenfels;49.7155;6.061
HK-034;BOURGGROIF;Claushaff (Marienthal);49.7141;6.069
HK-035;BOURGGROIF;Hollenfels;49.7136;6.0586
HK-036;ROEBBEN;Mariendallerhaff;49.7108;6.0567
HK-037;IN MOSCHELT;Hollenfels;49.7052;6.0462
HK-038;FOLLEMERSTUECK;Tuntange;49.7068;6.0195
HK-039;AUF DER BICHEL;Tuntange;49.7074;6.0131
HK-040;BOUR;Bour;49.7023;6.0175
HK-041;AUF DEM HOELTZERBERG;Tuntange;49.7022;6.0057
HP-001;Jungholz;Hesperange;49.55336;6.18295
HP-002;Auf der Heid;Hesperange;49.56309;6.19455
HP-003;Am Pesch;Hesperange;49.56425;6.18659
HP-004;Auf den Hoechten;Hesperange;49.57178;6.19472
HP-005;Bringels;Hesperange;49.57237;6.18732
HP-006;Ronnebusch;Hesperange;49.5704;6.18037
HP-007;Auf Holleschberg;Hesperange;49.57604;6.15595
HP-008;Hoechtenbusch;Hesperange;49.57778;6.18776
HP-009;Gemeinen Beischent;Hesperange;49.58401;6.17924
HP-010;Etschent;Hesperange;49.58741;6.1624
HP-011;Remeschbach;Hesperange;49.5896;6.19146
HP-012;Am Hirkiemert;Hesperange;49.59318;6.19882
HP-013;Krewinkel;Hesperange;49.59268;6.18637
HP-014;Auf der Suwelskopp;Hesperange;49.59469;6.17406
HP-015;Am Hirkiemert;Hesperange;49.59912;6.19577
HP-016;Schackent;Hesperange;49.59954;6.17354
HP-017;Freibusch;Hesperange;49.60478;6.18382
HP-018;Turbelsfels;Hesperange;49.60524;6.17306
HP-019;Auf der Oilzicht;Hesperange;49.6056;6.16999
HP-020;Buchholz;Hesperange;49.60144;6.16412
HP-021;Buchholz;Hesperange;49.59896;6.16266
HP-022;Buchholz;Hesperange;49.59324;6.16583
HP-023;Buchholz;Hesperange;49.58951;6.16061
HP-024;Im Gestaendt;Hesperange;49.58483;6.15553
HP-025;Buchholz;Hesperange;49.58226;6.14984
HP-026;Sangenberg;Hesperange;49.58184;6.14936
HP-027;In der Schleid;Hesperange;49.58232;6.1398
HP-028;In der Schleid;Hesperange;49.58089;6.13984
HP-029;In der Schleid;Hesperange;49.57894;6.14106
HP-030;Gestaids;Hesperange;49.5782;6.1468
HP-031;In der Schleid;Hesperange;49.57701;6.14028
HP-032;In der Schleid;Hesperange;49.57618;6.14474
HP-033;Im Paeferbusch;Hesperange;49.57464;6.13459
HP-034;Drosbach;Hesperange;49.57532;6.14809
HP-035;In der Schleid;Hesperange;49.57627;6.14836
HP-036;In der Schleid;Hesperange;49.57767;6.15172
HP-037;Im Grund;Hesperange;49.56944;6.14278
HP-038;Im Grund;Hesperange;49.56887;6.13234
HP-039;Fennerholz;Hesperange;49.56463;6.13743
HP-040;Fennerholz;Hesperange;49.56054;6.13189
JU-001;Ielzert;Eisenborn;49.68704;6.21445
JU-002;Ielzert;Junglinster (G);49.6893;6.2221
JU-003;Buchh lz;Imbringen;49.697;6.1973
JU-004;D iwendall;Eisenborn;49.6844;6.1833
JU-005;Entert;Eisenborn;49.6907;6.1855
JU-006;Entersbierg;Eisenborn;49.6887;6.1935
JU-007;H ngerjuck;Imbringen;49.6959;6.2014
JU-008;Buchh lz;Bourglinster;49.7024;6.2084
JU-009;Buchh lz;Bourglinster;49.7025;6.2152
JU-010;Gonner ngerwee;Junglinster (G);49.7016;6.2232
JU-011;Eechh lz;Bourglinster;49.7068;6.2266
JU-012;Bierger;Altlinster;49.7199;6.2263
JU-013;Schleifmillen;Altlinster;49.7283;6.2199
JU-014;Schiltzbierg;Luxembourg Land;49.7373;6.2215
JU-015;Schiltzbierg;Godbrange;49.7392;6.2231
JU-016;Koon;Luxembourg Land;49.7456;6.229
JU-017;Houbierg;Reuland;49.7467;6.2482
JU-018;Schw ib sch;Luxembourg Land;49.7388;6.2345
JU-019;Kiert;Luxembourg Land;49.7466;6.2652
JU-020;Azingen;Belenhaff;49.7294;6.2553
JU-021;Wakelterbierg;Junglinster (G);49.7359;6.2759
JU-022;Uecht;Beidweiler;49.7307;6.2985
JU-023;Faascht;Junglinster (G);49.7335;6.2973
JU-024;Faascht;Beidweiler;49.7341;6.287
JU-025;h nneschten Uewerb sch;Junglinster (G);49.7112;6.2871
JU-026;B schkierfecht;Eschweiler (Junglinster);49.7048;6.2884
JU-027;D ckt;Junglinster (G);49.7066;6.3006
JU-028;Peipelsbierg;Junglinster;49.7081;6.2648
JU-029;Eechh lzsbierg;Gonderange;49.6987;6.2398
JU-030;Buchlach / Eechh lz;Junglinster;49.7058;6.2367
JU-031;W llberech;Junglinster;49.7104;6.2334
JU-032;Kriipseweier;Luxembourg Land;49.6856;6.2276
KE-001;Breiberg;Luxembourg Land;49.69339;5.992
KE-002;Breiberg;Luxembourg Land;49.69052;5.99006
KE-003;In Kosselt;Meispelt;49.69542;6.05715
KE-004;In Kosselt;Keispelt;49.69595;6.06628
KE-005;Nonnenwald;Durenthal;49.69698;6.08436
KE-006;Nonnenwald;Keispelt;49.69356;6.07803
KE-007;Grose Busch;Meispelt;49.68976;6.04478
KE-008;In der Oisbach;Nospelt;49.68496;6.02153
KE-009;Schleid;Kehlen (G);49.68541;6.03174
KE-010;Grose Busch;Kehlen (G);49.68632;6.04049
KE-011;Hohbuch;Keispelt;49.68564;6.06528
KE-012;Maulupsgruendchen;Luxembourg Land;49.68841;6.08229
KE-013;In der Azing;Nospelt;49.67982;6.02214
KE-014;Im Wald;Kehlen (G);49.68142;6.06425
KE-015;Im Wald;Keispelt;49.68352;6.08004
KE-016;Unten auf Hassel;Keispelt;49.68071;6.07502
KE-017;Im Wald;Luxembourg Land;49.67743;6.07592
KE-018;In Wolkert;Kehlen (G);49.66759;5.99691
KE-019;Angelescht;Luxembourg Land;49.66529;6.04838
KE-020;Emerich;Kehlen;49.66057;6.04429
KE-021;Zwischen dem Busch;Luxembourg Land;49.66289;6.04931
KE-022;Sengsberich;Olm;49.65315;6.00042
KE-023;Ehlbusch;Kehlen;49.66457;6.0223
KE-024;Brameschbusch;Kehlen;49.65692;6.05284
KE-025;Brameschberg;Luxembourg Land;49.65385;6.05996
KE-026;In Brichel;Luxembourg Land;49.6534;6.04695
KE-027;Zentestall;Luxembourg Land;49.67204;6.05507
KJ-001;Rommeb sch;Bascharage;49.61637;5.88399
KJ-002;Rommeb sch;Luxembourg Land;49.62054;5.89036
KJ-003;Fuussel cher;Luxembourg Land;49.62295;5.89286
KJ-004;Rommeb sch;Bascharage;49.62146;5.88316
KJ-005;S iften;Bascharage;49.62334;5.88146
KJ-006;S iften;Bascharage;49.62454;5.88799
KJ-007;Fuussel cher;Bascharage;49.62444;5.89937
KJ-008;Sch ckelscheier;Bascharage;49.62107;5.90067
KJ-009;Sch ckelscheier;Bascharage;49.61763;5.89311
KJ-010;Groheck;Fingig;49.61197;5.89583
KJ-011;Weierheck;Fingig;49.61045;5.90138
KJ-012;Weierheck;Fingig;49.60746;5.90735
KJ-013;Flassbrichheck;Clemency;49.60429;5.88156
KJ-014;Kr ibierg;Clemency;49.60169;5.88675
KJ-015;Jongeb sch;Clemency;49.58869;5.87621
KJ-016;Jongeb sch;Clemency;49.58322;5.87365
KJ-017;Jongeb sch;Bascharage;49.58177;5.87957
KJ-018;Jongeb sch;Bascharage;49.57855;5.87437
KJ-019;Jongeb sch;Linger;49.57644;5.87686
KJ-020;Jongeb sch;Linger;49.57642;5.87438
KJ-021;Hierschtbierg;Linger;49.572;5.87566
KJ-022;Jongeb sch;Linger;49.57274;5.87978
KJ-023;Seitert;Linger;49.57385;5.8835
KJ-024;Seitert;Bascharage;49.57552;5.88672
KJ-025;Jongeb sch;Bascharage;49.57911;5.88253
KJ-026;Lamerbierg;Kaerjeng (G);49.57923;5.88912
KJ-027;Lamerbierg;Bascharage;49.58199;5.89365
KJ-028;Lamerbierg;Bascharage;49.58465;5.89788
KJ-029;Lamerbierg;Bascharage;49.58306;5.90034
KJ-030;Lamerbierg;Bascharage;49.58753;5.90255
KJ-031;Lamerbierg;Bascharage;49.58982;5.90247
KJ-032;Lamerbierg;Bascharage;49.58966;5.90652
KJ-033;Bob sch;Bascharage;49.55773;5.92002
KJ-034;Bob sch;Bascharage;49.55708;5.91546
KJ-035;Bob sch;Bascharage;49.55609;5.91193
KJ-036;Bob sch;Bascharage;49.55574;5.91493
KJ-037;Bob sch;Bascharage;49.55567;5.92034
KJ-038;Bob sch;Bascharage;49.55565;5.92479
KJ-039;Z merb sch;Bascharage;49.55705;5.92629
KJ-040;Z merb sch;Bascharage;49.55876;5.93157
KJ-041;Wald;Bascharage;49.56276;5.94381
KJ-042;Wald;Bascharage;49.56711;5.95278
KO-001;MOESBERG;Luxembourg Land;49.67375;6.06471
KO-002;MOESBERG;Luxembourg Land;49.67339;6.07776
KO-003;AESCHKNAEPPCHEN;Luxembourg Land;49.66942;6.06271
KO-004;WUDERTAL;Kopstal;49.67127;6.08739
KO-005;AESCHKNAEPPCHEN;Luxembourg Land;49.66658;6.05907
KO-006;MOESBERG;Kopstal;49.6663;6.06872
KO-007;WUDERTAL;Kopstal;49.66871;6.07975
KO-008;MARTBUSCH;Kehlen;49.66815;6.09344
KO-009;WUDERTAL;Kopstal;49.66576;6.07727
KO-010;BUCHENBUSCH;Luxembourg Land;49.6605;6.06077
KO-011;ROTHWIESEN;Bridel;49.65886;6.10196
KR-001;H reb sch;Luxembourg Land;49.6907;5.9659
KR-002;H reb sch;Luxembourg Land;49.6878;5.9693
KR-003;H reb sch;Luxembourg Land;49.685;5.9617
KR-004;H reb sch;Luxembourg Land;49.6855;5.9526
KR-005;Lauterbur;Luxembourg Land;49.6828;5.9428
KR-006;Fockemillen;Fockemillen;49.6786;5.946
KR-007;Gr nnen;Koerich;49.6782;5.9564
KR-008;Frankenholz;Luxembourg Land;49.6804;5.975
KR-009;Miecher;Luxembourg Land;49.6777;5.979
KR-010;Scheierheck;Goeblange;49.6798;5.9866
KR-011;Seitert;Goeblange;49.6732;5.9881
KR-012;Killen;Koerich;49.67601;5.93133
KR-013;Franzebierg;Koerich;49.6721;5.9401
KR-014;Kon;Koerich;49.6669;5.9394
KR-015;Treisch;Koerich;49.6639;5.945
KR-016;Treisch;Luxembourg Land;49.657;5.9469
KR-017;Treisch;Luxembourg Land;49.6539;5.9451
KR-018;Huuscht;Koerich (G);49.659;5.9537
KR-019;Huuscht;Koerich (G);49.6572;5.9539
KR-020;Berk;Koerich (G);49.663;5.9607
KR-021;Kieler B sch;Goetzingen;49.6543;5.9715
KR-022;Annerb sch;Goetzingen;49.6598;5.9752
KR-023;F tzb sch;Goetzingen;49.6539;5.978
KR-024;grousse Pull;Goetzingen;49.6616;5.9894
Klengen Bierg;;Roodt-sur-Syre;49.6628;6.293
LA-001;OB DER HOECHT;Meysembourg;49.7631;6.18789
LA-002;AN DER HOECHT;Meysembourg;49.76706;6.18909
LA-003;BOURBUSCH;Meysembourg;49.7706;6.18966
LA-004;NOSBUSCH;Luxembourg Land;49.76586;6.22791
LA-005;AUF MAURENDT;Meysembourg;49.77466;6.18827
LA-006;IN DEN LEIEN;Goudelt;49.78527;6.17827
LA-007;IN DEN LEIEN;Goudelt;49.77716;6.17408
LA-008;IM HANGELSBOUR;Goudelt;49.78356;6.19324
LA-009;KNAPPBUSCH;Luxembourg Land;49.78638;6.19845
LA-010;AUF BOLLERT;Goudelt;49.78516;6.18439
LA-011;REUSCHENGERBUSCH;Goudelt;49.78786;6.18407
LA-012;KNAPPBUSCH;Goudelt;49.78828;6.19077
LA-013;FELZERHOECHT;Goudelt;49.79249;6.18569
LA-014;KENGERTBUSCH;Luxembourg Land;49.79681;6.19795
LA-015;KENGERTBUSCH;Luxembourg Land;49.79484;6.20148
LA-016;KNAPPBUSCH;Luxembourg Land;49.79118;6.19709
LA-017;IM HANGELSBOUR;Larochette;49.78698;6.20563
LA-018;PLATEAU BIRKELT;Luxembourg Land;49.78484;6.20944
LA-019;IM OSTERBOUR;Larochette;49.79096;6.21458
LA-020;LEIDENBACHERBUSCH;Larochette;49.79262;6.2215
LA-021;AUF DELSENBETT;Larochette;49.78696;6.21452
LA-022;WELTERICH;Larochette;49.78641;6.22172
LA-023;CARRIERE D'ERNZEN;Luxembourg Land;49.76791;6.21566
LA-024;IN DER SEITERT;Larochette;49.77775;6.21888
LA-025;DEISCHTERE BUSCH;Ernzen;49.77257;6.22245
LA-026;IN DER SEITERT;Larochette;49.77724;6.20591
LA-027;IN DER MANZENBACH;Larochette;49.77864;6.20508
LA-028;BEI DEM HOHDERCHEN;Ernzen;49.76839;6.20473
LA-029;DICKHECK;Ernzen;49.76566;6.2104
LA-030;IN DEN LEIEN;Goudelt;49.78041;6.16868
LA-031;IN DEN LEIEN;Luxembourg Land;49.78702;6.17898
LA-032;AUF BIRKELT;Birkelt;49.78323;6.2159
LD-001;Leudelange-Gare;Leudelange-Gare;49.58666;6.05863
LD-002;Leudelange-Gare;Leudelange-Gare;49.58692;6.06355
LD-003;Berkebesch;Schleiwenhaff;49.58473;6.06784
